id,Date,number of bedrooms,number of bathrooms,living area,lot area,number of floors,waterfront present,number of views,condition of the house,grade of the house,Area of the house(excluding basement),Area of the basement,Built Year,Renovation Year,Postal Code,Lattitude,Longitude,living_area_renov,lot_area_renov,Number of schools nearby,Distance from the airport,Price,price,house age,age Category,estimated cost,profit_margin
6762814005,1970-01-01 00:00:00.000042589,4,2,2880,8882,2.0,False,0,4,8,2480,400,1965,0,122006,52.9299,-114.474,2460,9610,2,50,725000,725000,61,very-old,432000,0.40413793103448276
6762814051,1970-01-01 00:00:00.000042589,4,3,3510,9263,2.0,False,0,3,10,3510,0,2001,0,122008,52.7713,-114.067,3690,10417,3,60,723000,723000,25,mid-aged,526500,0.2717842323651452
6762814162,1970-01-01 00:00:00.000042589,3,1,1610,7680,1.0,False,0,3,6,900,710,1956,0,122044,52.8338,-114.493,1940,2880,2,67,715000,715000,70,very-old,241500,0.6622377622377622
6762814984,1970-01-01 00:00:00.000042589,3,2,1590,929,2.0,False,0,3,9,1060,530,2014,0,122044,52.8472,-114.5,1510,1193,3,64,665000,665000,12,mid-aged,238500,0.6413533834586466
6762815577,1970-01-01 00:00:00.000042589,3,2,1780,11000,1.0,False,0,4,8,1210,570,1980,0,122027,52.7874,-114.339,2310,9700,2,73,635000,635000,46,old,267000,0.5795275590551181
6762815673,1970-01-01 00:00:00.000042589,4,2,2290,26720,2.0,False,0,3,8,2290,0,1977,0,122050,52.9802,-114.564,2290,26720,1,68,630000,630000,49,old,343500,0.45476190476190476
6762816002,1970-01-01 00:00:00.000042589,4,1,2270,9830,1.0,False,0,4,8,2270,0,1959,0,122049,52.8299,-114.366,2540,11990,1,53,615000,615000,67,very-old,340500,0.44634146341463415
6762816096,1970-01-01 00:00:00.000042589,3,2,2260,33042,1.0,False,0,3,9,1660,600,1986,0,122037,52.9934,-114.276,2600,40115,1,58,610000,610000,40,old,339000,0.44426229508196724
6762816564,1970-01-01 00:00:00.000042589,3,2,2210,8622,2.0,False,0,3,8,2210,0,1988,0,122011,52.8015,-114.21,2340,7192,2,64,590000,590000,38,old,331500,0.43813559322033896
6762817393,1970-01-01 00:00:00.000042589,3,2,1660,1458,3.0,False,0,3,9,1660,0,2014,0,122054,52.8176,-114.499,1660,1784,1,79,559950,559950,12,mid-aged,249000,0.5553174390570587
6762817612,1970-01-01 00:00:00.000042589,3,1,1830,9720,1.0,False,1,3,7,1150,680,1928,1976,122057,52.7811,-114.42,3380,10854,3,51,550000,550000,98,very-old,274500,0.5009090909090909
6762817839,1970-01-01 00:00:00.000042589,6,1,1820,6250,1.0,False,0,3,7,1130,690,1954,0,122009,52.809,-114.58,1820,5750,1,64,545000,545000,72,very-old,273000,0.4990825688073395
6762818201,1970-01-01 00:00:00.000042589,2,1,910,295772,1.0,False,0,3,5,910,0,1953,0,122035,52.6052,-114.3,2050,48351,1,71,533050,533050,73,very-old,136500,0.7439264609323704
6762818357,1970-01-01 00:00:00.000042589,4,2,2050,7171,1.0,False,0,3,8,1540,510,1988,0,122019,52.8494,-114.232,1960,7110,1,51,528000,528000,38,old,307500,0.41761363636363635
6762818605,1970-01-01 00:00:00.000042589,4,2,1890,3006,2.0,False,0,3,7,1890,0,2003,0,122011,52.7761,-114.188,1580,3000,3,58,520000,520000,23,mid-aged,283500,0.4548076923076923
6762818831,1970-01-01 00:00:00.000042589,4,2,2550,17209,2.0,False,0,3,9,2550,0,1996,0,122015,52.7136,-114.326,2840,12560,1,64,512000,512000,30,mid-aged,382500,0.2529296875
6762819110,1970-01-01 00:00:00.000042589,4,2,2590,9354,2.0,False,0,4,9,2590,0,1993,0,122017,53.0003,-114.383,2730,9264,2,64,500000,500000,33,old,388500,0.223
6762819239,1970-01-01 00:00:00.000042589,5,2,3180,23809,1.0,False,0,3,9,3180,0,1978,0,122024,52.6027,-114.244,2500,15778,3,75,499950,499950,48,old,477000,0.04590459045904591
6762819271,1970-01-01 00:00:00.000042589,3,2,3010,9600,2.0,False,0,3,8,2410,600,1978,0,122058,52.9971,-114.453,2620,9660,3,79,499000,499000,48,old,451500,0.09519038076152304
6762819362,1970-01-01 00:00:00.000042589,5,2,2630,10165,1.0,False,0,4,8,1690,940,1976,0,122012,52.7496,-114.239,2440,10165,3,71,495000,495000,50,old,394500,0.20303030303030303
6762819589,1970-01-01 00:00:00.000042589,2,1,1000,5125,1.0,False,0,3,7,1000,0,1942,1968,122028,52.9226,-114.537,1090,5100,2,66,488000,488000,84,very-old,150000,0.6926229508196722
6762820513,1970-01-01 00:00:00.000042589,4,1,2430,9747,1.0,False,0,3,8,1780,650,1974,0,122014,52.9987,-114.466,2340,10296,1,65,459950,459950,52,old,364500,0.20752255679965215
6762821077,1970-01-01 00:00:00.000042589,3,2,2470,4565,2.0,False,0,3,7,2470,0,2005,0,122053,52.744,-114.379,2470,5064,1,70,445000,445000,21,mid-aged,370500,0.16741573033707866
6762821078,1970-01-01 00:00:00.000042589,3,2,1860,7200,1.0,False,0,4,7,1240,620,1977,0,122033,52.9632,-114.382,1560,7630,3,77,445000,445000,49,old,279000,0.37303370786516854
6762821179,1970-01-01 00:00:00.000042589,3,2,1980,39932,2.0,False,0,3,8,1980,0,1994,0,122017,52.9733,-114.386,2610,12769,2,65,442000,442000,32,old,297000,0.32805429864253394
6762821872,1970-01-01 00:00:00.000042589,2,1,970,2700,1.0,False,0,4,7,770,200,1926,0,122006,52.9152,-114.502,1570,3348,1,71,425000,425000,100,very-old,145500,0.6576470588235294
6762821985,1970-01-01 00:00:00.000042589,5,3,2760,3865,2.5,False,0,3,8,2760,0,2013,0,122053,52.7349,-114.36,2590,4587,1,77,424950,424950,13,mid-aged,414000,0.025767737380868336
6762821986,1970-01-01 00:00:00.000042589,5,3,2760,3846,2.5,False,0,3,8,2760,0,2013,0,122053,52.7347,-114.36,2760,4587,3,67,424950,424950,13,mid-aged,414000,0.025767737380868336
6762822195,1970-01-01 00:00:00.000042589,3,1,1470,11112,1.0,False,0,3,7,1470,0,1954,0,122014,52.9762,-114.484,1460,11407,3,65,418900,418900,72,very-old,220500,0.4736213893530676
6762822579,1970-01-01 00:00:00.000042589,2,1,770,2971,1.0,False,2,3,7,770,0,1923,0,122013,52.8658,-114.512,1440,4000,3,70,407500,407500,103,very-old,115500,0.7165644171779141
6762822649,1970-01-01 00:00:00.000042589,2,1,880,1448,1.0,False,0,5,7,880,0,1927,0,122028,52.9168,-114.539,1300,3000,1,50,405000,405000,99,very-old,132000,0.674074074074074
6762822776,1970-01-01 00:00:00.000042589,2,1,1400,8220,1.0,False,0,3,7,1400,0,1949,0,122038,52.9528,-114.547,1760,8220,2,70,401000,401000,77,very-old,210000,0.4763092269326683
6762822992,1970-01-01 00:00:00.000042589,3,2,1940,16300,1.0,False,0,3,7,1140,800,1978,0,122014,53.004,-114.473,1940,11250,1,71,399000,399000,48,old,291000,0.2706766917293233
6762823047,1970-01-01 00:00:00.000042589,3,1,1030,10480,1.0,False,0,4,7,1030,0,1954,0,122027,52.8042,-114.329,1480,12200,1,52,397500,397500,72,very-old,154500,0.6113207547169811
6762823048,1970-01-01 00:00:00.000042589,3,2,1430,1383,3.0,False,0,3,8,1430,0,2005,0,122028,52.9217,-114.531,1430,1347,2,79,397500,397500,21,mid-aged,214500,0.46037735849056605
6762823269,1970-01-01 00:00:00.000042589,4,3,2570,262018,1.0,False,0,3,7,1420,1150,1988,0,122046,52.6717,-114.28,2260,19811,2,50,390000,390000,38,old,385500,0.011538461538461539
6762823270,1970-01-01 00:00:00.000042589,3,1,1870,40250,1.0,False,0,5,7,1870,0,1959,0,122024,52.6338,-114.226,1870,40250,2,56,390000,390000,67,very-old,280500,0.28076923076923077
6762823400,1970-01-01 00:00:00.000042589,3,2,2198,6222,2.0,False,2,3,8,2198,0,2010,0,122043,52.6206,-114.494,2198,7621,2,54,388000,388000,16,mid-aged,329700,0.15025773195876288
6762823795,1970-01-01 00:00:00.000042589,3,2,1350,886,3.0,False,0,3,8,1270,80,2006,0,122016,52.7791,-114.577,1350,886,3,54,377500,377500,20,mid-aged,202500,0.46357615894039733
6762824263,1970-01-01 00:00:00.000042589,3,2,2190,5091,2.0,False,0,3,8,2190,0,2004,0,122024,52.5806,-114.229,2200,5948,3,52,365000,365000,22,mid-aged,328500,0.1
6762824537,1970-01-01 00:00:00.000042589,4,2,2575,4725,2.0,False,0,3,8,2575,0,2011,0,122039,52.5358,-114.467,2575,5323,3,66,359000,359000,15,mid-aged,386250,-0.07590529247910864
6762824749,1970-01-01 00:00:00.000042589,4,3,2050,4000,2.0,False,0,3,8,2050,0,2014,0,122039,52.5823,-114.465,2050,4000,2,63,353500,353500,12,mid-aged,307500,0.13012729844413012
6762825159,1970-01-01 00:00:00.000042589,3,2,1540,3237,2.0,False,0,3,7,1540,0,1999,0,122008,52.7599,-114.068,1780,3411,2,56,345000,345000,27,mid-aged,231000,0.33043478260869563
6762825691,1970-01-01 00:00:00.000042589,4,2,2623,7184,2.0,False,0,3,8,2623,0,2012,0,122023,52.489,-114.392,2010,4939,1,64,333000,333000,14,mid-aged,393450,-0.18153153153153154
6762825778,1970-01-01 00:00:00.000042589,5,2,2600,3839,2.0,False,0,3,7,2600,0,2005,0,122046,52.6624,-114.335,2180,4800,3,76,330000,330000,21,mid-aged,390000,-0.18181818181818182
6762826401,1970-01-01 00:00:00.000042589,3,1,1010,7200,1.0,False,0,5,6,1010,0,1948,0,122014,52.9901,-114.497,1590,7663,2,75,318000,318000,78,very-old,151500,0.5235849056603774
6762827111,1970-01-01 00:00:00.000042589,2,1,1150,3927,2.0,False,0,3,7,1150,0,1982,0,122033,52.9548,-114.352,1400,3425,2,54,300000,300000,44,old,172500,0.425
6762827262,1970-01-01 00:00:00.000042589,3,1,1200,15843,1.0,False,2,3,7,1200,0,1955,0,122025,52.7291,-113.969,1410,15843,2,73,299000,299000,71,very-old,180000,0.3979933110367893
6762827621,1970-01-01 00:00:00.000042589,3,2,1670,6186,2.0,False,0,3,7,1670,0,2002,0,122024,52.5968,-114.221,2390,6924,1,55,289950,289950,24,mid-aged,250500,0.13605794102431454
6762827943,1970-01-01 00:00:00.000042589,3,2,1860,9210,2.0,False,0,3,7,1860,0,1994,0,122024,52.6164,-114.22,1530,8091,2,55,280000,280000,32,old,279000,0.0035714285714285713
6762828291,1970-01-01 00:00:00.000042589,4,1,1940,7500,1.0,False,0,4,7,1720,220,1966,0,122065,52.6036,-114.405,2000,9000,2,54,274000,274000,60,old,291000,-0.06204379562043796
6762828337,1970-01-01 00:00:00.000042589,3,2,1200,5700,1.0,False,0,5,7,1200,0,1942,0,122063,52.7331,-114.432,1190,6384,1,62,272000,272000,84,very-old,180000,0.3382352941176471
6762828338,1970-01-01 00:00:00.000042589,3,2,1980,6608,2.0,False,0,3,8,1980,0,1994,0,122023,52.4942,-114.403,2150,7495,1,72,272000,272000,32,old,297000,-0.09191176470588236
6762828402,1970-01-01 00:00:00.000042589,5,2,2630,8470,1.5,False,0,4,8,2630,0,1968,0,122072,52.5163,-114.386,1780,8575,2,72,270000,270000,58,old,394500,-0.46111111111111114
6762828403,1970-01-01 00:00:00.000042589,3,2,1470,16728,1.0,False,0,4,7,1350,120,1959,0,122056,52.7268,-114.492,1540,9000,1,76,270000,270000,67,very-old,220500,0.18333333333333332
6762828935,1970-01-01 00:00:00.000042589,3,1,2270,9000,1.0,False,0,4,8,1330,940,1978,0,122018,52.5377,-114.571,2090,8400,3,51,258000,258000,48,old,340500,-0.31976744186046513
6762829476,1970-01-01 00:00:00.000042589,4,2,1700,4268,2.0,False,0,3,7,1700,0,2000,0,122039,52.5603,-114.458,1700,4488,3,58,245000,245000,26,mid-aged,255000,-0.04081632653061224
6762829819,1970-01-01 00:00:00.000042589,2,1,720,6321,1.0,False,0,3,6,720,0,1940,0,122051,52.781,-114.479,920,5684,1,54,235000,235000,86,very-old,108000,0.5404255319148936
6762829820,1970-01-01 00:00:00.000042589,4,1,1500,6360,1.5,False,0,3,6,1500,0,1944,0,122063,52.7279,-114.43,1190,6360,2,79,235000,235000,82,very-old,225000,0.0425531914893617
6762830141,1970-01-01 00:00:00.000042589,3,1,1350,9793,1.0,False,0,4,7,1350,0,1968,0,122068,52.4281,-114.193,1690,8080,3,73,225000,225000,58,old,202500,0.1
6762830322,1970-01-01 00:00:00.000042589,2,1,1010,4120,2.0,False,0,3,6,1010,0,1907,1953,122042,52.718,-114.39,1200,4120,1,73,219950,219950,119,very-old,151500,0.3112070925210275
6762830560,1970-01-01 00:00:00.000042589,4,1,1200,43560,1.0,False,0,3,5,1200,0,1968,0,122035,52.5675,-114.313,1400,54450,2,60,210000,210000,58,old,180000,0.14285714285714285
6762830843,1970-01-01 00:00:00.000042589,2,1,700,5200,1.0,False,0,5,5,700,0,1952,0,122053,52.7224,-114.364,970,5200,2,64,199950,199950,74,very-old,105000,0.4748687171792948
6762831105,1970-01-01 00:00:00.000042589,2,1,1040,13920,1.0,False,0,3,6,1040,0,1973,0,122043,52.6056,-114.496,1100,7575,3,55,182500,182500,53,old,156000,0.14520547945205478
6762820176,1970-01-01 00:00:00.000042590,3,3,1760,1778,3.0,False,0,3,8,1760,0,2008,0,122022,52.9501,-114.491,1520,1615,2,51,469950,469950,18,mid-aged,264000,0.43823811043728056
6762829356,1970-01-01 00:00:00.000042590,3,1,1300,5000,1.0,False,0,4,7,1300,0,1964,0,122068,52.439,-114.195,1410,7800,1,52,249000,249000,62,very-old,195000,0.21686746987951808
6762814069,1970-01-01 00:00:00.000042591,3,2,1430,2200,1.5,False,0,4,7,1430,0,1910,0,122028,52.8901,-114.521,1740,4275,1,68,720001,720001,116,very-old,214500,0.7020837471059068
6762823780,1970-01-01 00:00:00.000042591,3,2,2150,11672,2.0,False,0,3,8,2150,0,2004,0,122024,52.5815,-114.196,2150,5450,1,62,378000,378000,22,mid-aged,322500,0.14682539682539683
6762828818,1970-01-01 00:00:00.000042591,4,2,2320,16800,2.0,False,0,4,9,2320,0,1977,0,122023,52.5259,-114.356,2700,15680,2,67,260000,260000,49,old,348000,-0.3384615384615385
6762810066,1970-01-01 00:00:00.000042592,3,3,4410,10756,2.0,True,4,3,11,3430,980,2014,0,122053,52.7583,-114.395,3550,5634,3,73,3000000,3000000,12,mid-aged,661500,0.7795
6762810335,1970-01-01 00:00:00.000042592,4,5,6055,21630,1.0,False,3,4,12,3555,2500,1996,0,122027,52.7824,-114.302,4890,19223,3,70,1760000,1760000,30,mid-aged,908250,0.48394886363636364
6762810527,1970-01-01 00:00:00.000042592,3,2,2610,9409,1.0,True,4,4,8,2610,0,1963,0,122020,52.8089,-114.266,2970,9156,3,67,1520000,1520000,63,very-old,391500,0.7424342105263158
6762810625,1970-01-01 00:00:00.000042592,4,3,3110,4408,2.5,False,3,4,10,2510,600,1931,0,122004,52.8883,-114.46,3250,5669,1,55,1420000,1420000,95,very-old,466500,0.6714788732394367
6762810670,1970-01-01 00:00:00.000042592,4,3,4010,15365,2.0,False,1,3,11,4010,0,2006,0,122012,52.7828,-114.283,3550,13429,1,58,1390000,1390000,20,mid-aged,601500,0.5672661870503597
6762810756,1970-01-01 00:00:00.000042592,4,3,2850,4800,2.5,False,0,5,10,2700,150,1905,0,122047,52.8592,-114.502,2850,4800,3,79,1330000,1330000,121,very-old,427500,0.6785714285714286
6762811351,1970-01-01 00:00:00.000042592,3,2,2930,7005,3.0,False,2,3,9,2670,260,1999,0,122007,52.9063,-114.594,2450,6460,3,77,1050000,1050000,27,mid-aged,439500,0.5814285714285714
6762811462,1970-01-01 00:00:00.000042592,4,3,3130,5000,3.0,False,0,3,10,3130,0,2014,0,122009,52.7956,-114.593,1950,5152,1,55,1010000,1010000,12,mid-aged,469500,0.5351485148514852
6762811650,1970-01-01 00:00:00.000042592,5,3,4390,10140,2.0,False,0,3,9,3350,1040,2005,0,122022,52.9474,-114.472,2010,8400,1,63,971000,971000,21,mid-aged,658500,0.3218331616889804
6762811676,1970-01-01 00:00:00.000042592,4,1,2630,9645,1.0,False,0,4,9,2630,0,1963,0,122057,52.7759,-114.418,2690,10439,3,75,968000,968000,63,very-old,394500,0.5924586776859504
6762811708,1970-01-01 00:00:00.000042592,3,1,2460,4800,1.0,False,0,4,7,1230,1230,1938,0,122047,52.8643,-114.472,2860,4800,1,60,960000,960000,88,very-old,369000,0.615625
6762811905,1970-01-01 00:00:00.000042592,5,3,2710,4200,2.0,False,0,3,7,1890,820,1919,2014,122006,52.9054,-114.497,2150,4200,2,65,925000,925000,107,very-old,406500,0.5605405405405406
6762812147,1970-01-01 00:00:00.000042592,5,2,3170,8093,2.0,False,0,3,9,3170,0,2014,0,122020,52.8233,-114.25,3210,7062,3,61,890776,890776,12,mid-aged,475500,0.46619576638795834
6762812156,1970-01-01 00:00:00.000042592,4,2,3220,15467,2.0,False,0,3,11,3220,0,1994,0,122037,52.9428,-114.273,3670,16641,3,63,890000,890000,32,old,483000,0.45730337078651684
6762812187,1970-01-01 00:00:00.000042592,2,2,1313,3600,1.0,False,0,3,8,1313,0,1904,2012,122003,52.8669,-114.555,1080,3600,2,50,885000,885000,122,very-old,196950,0.7774576271186441
6762812301,1970-01-01 00:00:00.000042592,5,2,2910,9525,2.0,False,0,4,9,2910,0,1968,0,122057,52.7933,-114.408,2740,9525,3,78,870000,870000,58,old,436500,0.4982758620689655
6762812397,1970-01-01 00:00:00.000042592,4,2,3390,6298,2.0,False,0,3,9,3390,0,2011,0,122019,52.8206,-114.252,3390,7111,1,70,859900,859900,15,mid-aged,508500,0.4086521688568438
6762812576,1970-01-01 00:00:00.000042592,3,2,3050,33920,1.0,False,0,3,8,3050,0,2004,0,122005,52.9334,-114.262,1970,60984,2,69,840000,840000,22,mid-aged,457500,0.45535714285714285
6762812601,1970-01-01 00:00:00.000042592,5,4,4280,11307,2.0,False,0,3,10,2710,1570,1996,0,122012,52.7803,-114.271,3080,11307,3,73,839000,839000,30,mid-aged,642000,0.23480333730631706
6762812982,1970-01-01 00:00:00.000042592,4,2,2570,50308,1.5,False,0,3,10,2570,0,1993,0,122037,52.9718,-114.229,3420,37891,1,69,800000,800000,33,old,385500,0.518125
6762813268,1970-01-01 00:00:00.000042592,4,2,2490,5647,2.0,False,0,3,8,2490,0,2014,0,122005,52.9343,-114.304,2970,5450,2,59,778983,778983,12,mid-aged,373500,0.5205286893295489
6762813302,1970-01-01 00:00:00.000042592,4,2,4220,24186,1.0,False,0,3,8,2600,1620,1984,0,122031,52.675,-114.537,2410,30617,2,56,775000,775000,42,old,633000,0.1832258064516129
6762813709,1970-01-01 00:00:00.000042592,3,2,3380,7126,2.0,False,0,3,8,3380,0,1965,2003,122029,52.8576,-114.312,1810,7308,3,57,749000,749000,61,very-old,507000,0.32309746328437916
6762813855,1970-01-01 00:00:00.000042592,3,2,2350,6000,1.0,False,0,5,7,1020,1330,1948,0,122006,52.9109,-114.495,1570,5000,3,54,735000,735000,78,very-old,352500,0.5204081632653061
6762813885,1970-01-01 00:00:00.000042592,3,2,2160,9888,2.0,False,0,4,9,2160,0,1989,0,122005,52.9012,-114.332,3060,7829,2,76,733000,733000,37,old,324000,0.557980900409277
6762814006,1970-01-01 00:00:00.000042592,3,2,3410,41022,2.0,False,0,3,11,3410,0,1990,0,122035,52.5528,-114.27,2150,21429,3,68,725000,725000,36,old,511500,0.2944827586206897
6762814080,1970-01-01 00:00:00.000042592,5,2,2860,5379,2.0,False,0,3,9,2860,0,2005,0,122005,52.9382,-114.294,2980,6018,3,76,720000,720000,21,mid-aged,429000,0.4041666666666667
6762814433,1970-01-01 00:00:00.000042592,4,2,2070,7830,1.0,False,1,5,7,1180,890,1941,0,122022,52.9358,-114.468,2390,7830,1,53,699950,699950,85,very-old,310500,0.5563968854918209
6762814584,1970-01-01 00:00:00.000042592,4,2,2520,8433,2.0,False,0,3,8,2520,0,2014,0,122022,52.9514,-114.479,1890,7772,1,52,689950,689950,12,mid-aged,378000,0.4521342126241032
6762814706,1970-01-01 00:00:00.000042592,3,2,1820,8316,1.0,False,0,5,7,1320,500,1960,0,122049,52.8149,-114.359,1780,8400,1,79,680000,680000,66,very-old,273000,0.5985294117647059
6762815481,1970-01-01 00:00:00.000042592,4,2,2460,9973,1.0,False,0,4,8,1560,900,1965,0,122050,52.9433,-114.551,1830,7200,3,70,640000,640000,61,very-old,369000,0.4234375
6762815514,1970-01-01 00:00:00.000042592,2,1,1780,4520,1.0,False,0,5,7,890,890,1925,0,122009,52.8098,-114.594,1560,4520,3,65,639950,639950,101,very-old,267000,0.5827799046800531
6762815524,1970-01-01 00:00:00.000042592,3,2,2010,3300,2.0,False,0,3,9,1610,400,2014,0,122051,52.7873,-114.477,1660,4950,1,65,639000,639000,12,mid-aged,301500,0.528169014084507
6762815899,1970-01-01 00:00:00.000042592,4,2,1530,7845,1.0,False,0,4,7,1030,500,1981,0,122012,52.7889,-114.272,1710,7627,3,55,620000,620000,45,old,229500,0.6298387096774194
6762816246,1970-01-01 00:00:00.000042592,4,2,2670,5895,2.0,False,0,3,8,2670,0,1999,0,122019,52.8366,-114.206,2820,6531,3,59,603000,603000,27,mid-aged,400500,0.3358208955223881
6762816310,1970-01-01 00:00:00.000042592,4,1,1810,5562,1.0,False,0,5,8,1390,420,1977,0,122010,52.9276,-114.359,2080,7700,2,68,600000,600000,49,old,271500,0.5475
6762816415,1970-01-01 00:00:00.000042592,3,1,1650,1180,3.0,False,0,3,8,1650,0,2014,0,122004,52.8936,-114.509,1720,1960,2,58,599000,599000,12,mid-aged,247500,0.5868113522537562
6762816688,1970-01-01 00:00:00.000042592,3,1,2220,216493,1.0,False,2,3,8,2220,0,1989,0,122041,52.8924,-114.141,2900,169884,1,55,585000,585000,37,old,333000,0.4307692307692308
6762816947,1970-01-01 00:00:00.000042592,2,1,2770,19700,2.0,False,0,3,8,1780,990,1983,0,122050,52.9881,-114.555,2360,9700,1,56,575000,575000,43,old,415500,0.2773913043478261
6762817068,1970-01-01 00:00:00.000042592,3,2,3150,20189,2.0,False,0,3,10,3150,0,1990,0,122046,52.677,-114.278,2920,20612,1,54,570000,570000,36,old,472500,0.17105263157894737
6762817900,1970-01-01 00:00:00.000042592,4,2,2060,8767,2.0,False,0,3,8,2060,0,1983,0,122005,52.9528,-114.293,1610,8062,1,64,543000,543000,43,old,309000,0.430939226519337
6762818027,1970-01-01 00:00:00.000042592,3,1,1650,10150,1.0,False,0,3,8,1230,420,1976,0,122010,52.9263,-114.359,1930,8958,3,75,539900,539900,50,old,247500,0.5415817744026672
6762818051,1970-01-01 00:00:00.000042592,5,3,3040,6604,2.0,False,0,3,9,3040,0,2005,0,122034,52.778,-114.546,1650,6825,3,68,538900,538900,21,mid-aged,456000,0.1538318797550566
6762818134,1970-01-01 00:00:00.000042592,3,1,1660,5100,1.0,False,0,3,7,1260,400,1957,0,122016,52.7623,-114.573,1230,5100,1,59,535000,535000,69,very-old,249000,0.5345794392523364
6762818211,1970-01-01 00:00:00.000042592,3,2,2160,7500,1.0,False,1,3,7,1430,730,1979,0,122019,52.8488,-114.254,1560,7500,2,66,532500,532500,47,old,324000,0.39154929577464787
6762818737,1970-01-01 00:00:00.000042592,3,2,3430,48993,2.0,False,0,3,9,3430,0,2001,0,122039,52.4909,-114.46,2460,36256,3,74,515000,515000,25,mid-aged,514500,0.000970873786407767
6762818738,1970-01-01 00:00:00.000042592,3,2,2610,5845,2.0,False,0,3,8,2610,0,2005,0,122015,52.7121,-114.332,2810,5000,2,54,515000,515000,21,mid-aged,391500,0.23980582524271846
6762818840,1970-01-01 00:00:00.000042592,5,2,3361,6983,2.0,False,0,3,10,3361,0,2006,0,122023,52.5727,-114.359,3112,6920,2,75,511000,511000,20,mid-aged,504150,0.01340508806262231
6762818944,1970-01-01 00:00:00.000042592,6,2,2890,7500,1.0,False,0,4,8,1830,1060,1976,0,122033,52.9399,-114.42,1880,7500,1,54,508000,508000,50,old,433500,0.1466535433070866
6762819363,1970-01-01 00:00:00.000042592,2,1,970,4284,1.0,False,0,3,7,970,0,1905,0,122028,52.8967,-114.523,2050,4284,2,54,495000,495000,121,very-old,145500,0.706060606060606
6762819903,1970-01-01 00:00:00.000042592,3,1,1060,8625,2.0,False,0,4,7,1060,0,1962,1997,122010,52.8915,-114.369,2010,8901,3,80,476500,476500,64,very-old,159000,0.6663168940188877
6762819922,1970-01-01 00:00:00.000042592,3,2,1670,3980,2.0,False,0,3,8,1670,0,2000,0,122012,52.7617,-114.237,1670,2897,1,77,475200,475200,26,mid-aged,250500,0.47285353535353536
6762819958,1970-01-01 00:00:00.000042592,3,1,1550,4054,1.5,False,0,4,7,1550,0,1926,0,122006,52.9043,-114.491,1510,3889,2,51,475000,475000,100,very-old,232500,0.5105263157894737
6762820371,1970-01-01 00:00:00.000042592,3,2,2460,5400,1.0,False,0,4,8,1520,940,2001,0,122053,52.7531,-114.392,1745,5400,2,65,464000,464000,25,mid-aged,369000,0.20474137931034483
6762820519,1970-01-01 00:00:00.000042592,3,1,2340,51836,1.5,False,0,3,8,1510,830,1978,0,122012,52.7146,-114.225,2060,77536,1,77,459900,459900,48,old,351000,0.23679060665362034
6762820627,1970-01-01 00:00:00.000042592,3,2,2720,31314,3.0,False,2,3,8,2720,0,1986,0,122035,52.5989,-114.353,2290,15188,2,53,455000,455000,40,old,408000,0.10329670329670329
6762820817,1970-01-01 00:00:00.000042592,9,7,4050,6504,2.0,False,0,3,7,4050,0,1996,0,122054,52.8223,-114.491,1448,3866,1,55,450000,450000,30,mid-aged,607500,-0.35
6762820818,1970-01-01 00:00:00.000042592,3,1,1290,5440,1.0,False,0,4,6,790,500,1929,0,122007,52.9251,-114.557,1220,5464,3,55,450000,450000,97,very-old,193500,0.57
6762821422,1970-01-01 00:00:00.000042592,4,2,2692,8392,2.0,False,0,3,9,2692,0,2014,0,122065,52.5819,-114.387,2574,14446,3,68,436472,436472,12,mid-aged,403800,0.0748547444051394
6762821750,1970-01-01 00:00:00.000042592,3,3,2210,3600,2.0,False,0,3,8,1820,390,1995,0,122022,52.9331,-114.469,2010,6690,1,58,429000,429000,31,old,331500,0.22727272727272727
6762822077,1970-01-01 00:00:00.000042592,3,3,2700,47050,2.0,False,0,4,9,1570,1130,1986,0,122046,52.6746,-114.294,2260,45901,2,67,420000,420000,40,old,405000,0.03571428571428571
6762822078,1970-01-01 00:00:00.000042592,3,2,2300,8000,1.0,False,0,3,7,1430,870,1965,0,122040,52.5593,-114.496,2070,10200,1,55,420000,420000,61,very-old,345000,0.17857142857142858
6762822303,1970-01-01 00:00:00.000042592,3,2,3900,111514,2.0,False,0,3,6,3460,440,1967,2008,122036,52.7921,-114.114,2460,217800,1,53,415000,415000,59,old,585000,-0.40963855421686746
6762822304,1970-01-01 00:00:00.000042592,4,2,2230,5743,2.0,False,0,3,7,2230,0,2002,0,122055,52.9545,-114.147,2490,6300,3,73,415000,415000,24,mid-aged,334500,0.19397590361445782
6762822758,1970-01-01 00:00:00.000042592,4,1,1640,10500,1.0,False,0,4,7,1010,630,1968,0,122005,52.9233,-114.306,1680,7650,2,61,402000,402000,58,old,246000,0.3880597014925373
6762822835,1970-01-01 00:00:00.000042592,3,1,1460,43000,1.0,False,0,3,7,1460,0,1952,0,122031,52.6734,-114.537,2250,20023,3,74,400000,400000,74,very-old,219000,0.4525
6762822836,1970-01-01 00:00:00.000042592,3,2,2393,4788,2.0,False,0,3,8,2393,0,2012,0,122042,52.6817,-114.394,2439,5477,1,80,400000,400000,14,mid-aged,358950,0.102625
6762823018,1970-01-01 00:00:00.000042592,4,3,3000,10297,2.0,False,0,3,8,3000,0,2003,0,122035,52.5984,-114.263,2520,8366,3,64,398950,398950,23,mid-aged,450000,-0.12796089735555835
